"date"""equipment_id"""total_operational_hours"""utilization_percentage"""avg_fuel_consumption"""maintenance_alerts_count"""fuel_efficiency"""processed_timestamp"
2025-06-08"TR003"6.0"25.0"25.759999999999998"0"0.23291925465838512"2025-08-03 18:40:44
2025-06-08"TR004"13.0"54.166666666666664"64.74"0"0.20080321285140565"2025-08-03 18:40:44
2025-06-08"TR005"9.0"37.5"40.54"1"0.2220029600394672"2025-08-03 18:40:44
2025-06-09"TR001"8.0"33.33333333333333"56.98"0"0.1404001404001404"2025-08-03 18:40:44
2025-06-09"TR002"6.0"25.0"35.0"0"0.17142857142857143"2025-08-03 18:40:44
2025-06-09"TR003"6.0"25.0"25.45"0"0.2357563850687623"2025-08-03 18:40:44
2025-06-09"TR004"1.0"4.166666666666666"0.46"0"2.1739130434782608"2025-08-03 18:40:44
2025-06-09"TR005"6.0"25.0"38.019999999999996"1"0.15781167806417676"2025-08-03 18:40:44
2025-06-10"TR001"9.0"37.5"52.72"0"0.17071320182094082"2025-08-03 18:40:44
2025-06-10"TR002"8.0"33.33333333333333"44.629999999999995"0"0.17925162446784676"2025-08-03 18:40:44
2025-06-10"TR003"8.0"33.33333333333333"44.650000000000006"0"0.17917133258678608"2025-08-03 18:40:44
2025-06-10"TR004"11.0"45.83333333333333"73.21"1"0.15025269771889088"2025-08-03 18:40:44
2025-06-10"TR005"7.0"29.166666666666668"40.65"0"0.17220172201722017"2025-08-03 18:40:44
2025-06-11"TR001"8.0"33.33333333333333"46.9"0"0.17057569296375266"2025-08-03 18:40:44
2025-06-11"TR002"9.0"37.5"53.3"0"0.16885553470919326"2025-08-03 18:40:44
2025-06-11"TR003"7.0"29.166666666666668"34.74"0"0.20149683362118595"2025-08-03 18:40:44
2025-06-11"TR004"7.0"29.166666666666668"29.78"1"0.23505708529214236"2025-08-03 18:40:44
2025-06-11"TR005"9.0"37.5"36.04"1"0.24972253052164262"2025-08-03 18:40:44
2025-06-12"TR001"10.0"41.66666666666667"45.25"2"0.22099447513812154"2025-08-03 18:40:44
2025-06-12"TR002"6.0"25.0"24.4"1"0.24590163934426232"2025-08-03 18:40:44
2025-06-12"TR003"7.0"29.166666666666668"33.29"0"0.21027335536197056"2025-08-03 18:40:44
2025-06-12"TR004"11.0"45.83333333333333"55.43"0"0.19844849359552588"2025-08-03 18:40:44
2025-06-12"TR005"6.0"25.0"37.77"0"0.15885623510722793"2025-08-03 18:40:44
2025-06-13"TR001"4.0"16.666666666666664"13.86"0"0.28860028860028863"2025-08-03 18:40:44
2025-06-13"TR002"6.0"25.0"30.34"0"0.1977587343441002"2025-08-03 18:40:44
2025-06-13"TR003"12.0"50.0"75.44"0"0.15906680805938495"2025-08-03 18:40:44
2025-06-13"TR004"6.0"25.0"35.019999999999996"0"0.17133066818960596"2025-08-03 18:40:44
2025-06-13"TR005"6.0"25.0"27.2"0"0.22058823529411764"2025-08-03 18:40:44
2025-06-14"TR001"8.0"33.33333333333333"26.93"0"0.29706646862235425"2025-08-03 18:40:44
2025-06-14"TR002"7.0"29.166666666666668"29.57"1"0.2367264119039567"2025-08-03 18:40:44
2025-06-14"TR003"5.0"20.833333333333336"23.91"0"0.20911752404851527"2025-08-03 18:40:44
2025-06-14"TR004"6.0"25.0"20.79"0"0.28860028860028863"2025-08-03 18:40:44
2025-06-14"TR005"5.0"20.833333333333336"33.34"0"0.14997000599880023"2025-08-03 18:40:44
2025-06-15"TR001"7.0"29.166666666666668"30.61"0"0.22868343678536426"2025-08-03 18:40:44
2025-06-15"TR002"2.0"8.333333333333332"1.1800000000000002"0"1.6949152542372878"2025-08-03 18:40:44
2025-06-15"TR003"8.0"33.33333333333333"44.95"0"0.1779755283648498"2025-08-03 18:40:44
2025-06-15"TR004"7.0"29.166666666666668"41.18"0"0.16998542982030113"2025-08-03 18:40:44
2025-06-15"TR005"7.0"29.166666666666668"41.92"0"0.16698473282442747"2025-08-03 18:40:44
2025-06-16"TR001"8.0"33.33333333333333"38.19"1"0.2094789211835559"2025-08-03 18:40:44
2025-06-16"TR002"8.0"33.33333333333333"43.03"1"0.18591680223100163"2025-08-03 18:40:44
2025-06-16"TR003"4.0"16.666666666666664"23.130000000000003"1"0.17293558149589275"2025-08-03 18:40:44
2025-06-16"TR004"13.0"54.166666666666664"83.21000000000001"3"0.15623122220886912"2025-08-03 18:40:44
2025-06-16"TR005"11.0"45.83333333333333"44.15"0"0.2491506228765572"2025-08-03 18:40:44
2025-06-17"TR001"4.0"16.666666666666664"18.08"0"0.22123893805309736"2025-08-03 18:40:44
2025-06-17"TR002"8.0"33.33333333333333"26.66"1"0.30007501875468867"2025-08-03 18:40:44
2025-06-17"TR003"6.0"25.0"28.520000000000003"0"0.21037868162692844"2025-08-03 18:40:44
2025-06-17"TR004"12.0"50.0"51.69"0"0.23215322112594314"2025-08-03 18:40:44
2025-06-17"TR005"5.0"20.833333333333336"25.28"0"0.19778481012658228"2025-08-03 18:40:44
2025-06-18"TR001"8.0"33.33333333333333"44.54"1"0.1796138302649304"2025-08-03 18:40:44
2025-06-18"TR002"5.0"20.833333333333336"16.91"0"0.29568302779420463"2025-08-03 18:40:44
2025-06-18"TR003"7.0"29.166666666666668"17.93"0"0.39040713887339656"2025-08-03 18:40:44
2025-06-18"TR004"8.0"33.33333333333333"40.15"0"0.19925280199252804"2025-08-03 18:40:44
2025-06-18"TR005"13.0"54.166666666666664"55.74"2"0.23322569070685323"2025-08-03 18:40:44
2025-06-19"TR001"9.0"37.5"34.85"2"0.2582496413199426"2025-08-03 18:40:44
2025-06-19"TR002"9.0"37.5"59.519999999999996"2"0.15120967741935484"2025-08-03 18:40:44
2025-06-19"TR003"6.0"25.0"28.77"0"0.20855057351407716"2025-08-03 18:40:44
2025-06-19"TR004"5.0"20.833333333333336"25.080000000000002"0"0.1993620414673046"2025-08-03 18:40:44
2025-06-19"TR005"5.0"20.833333333333336"25.9"0"0.19305019305019305"2025-08-03 18:40:44
2025-06-20"TR001"9.0"37.5"51.5"0"0.17475728155339806"2025-08-03 18:40:44
2025-06-20"TR002"8.0"33.33333333333333"35.9"1"0.22284122562674097"2025-08-03 18:40:44
2025-06-20"TR003"12.0"50.0"53.47"0"0.22442491116513932"2025-08-03 18:40:44
2025-06-20"TR004"6.0"25.0"26.32"0"0.22796352583586627"2025-08-03 18:40:44
2025-06-20"TR005"7.0"29.166666666666668"37.34"0"0.18746652383502943"2025-08-03 18:40:44
2025-06-21"TR001"11.0"45.83333333333333"41.68"1"0.263915547024952"2025-08-03 18:40:44
2025-06-21"TR002"8.0"33.33333333333333"41.68"0"0.19193857965451055"2025-08-03 18:40:44
2025-06-21"TR003"8.0"33.33333333333333"51.89"0"0.15417228753131623"2025-08-03 18:40:44
2025-06-21"TR004"9.0"37.5"51.519999999999996"0"0.17468944099378883"2025-08-03 18:40:44
2025-06-21"TR005"7.0"29.166666666666668"28.44"0"0.2461322081575246"2025-08-03 18:40:44
2025-06-22"TR001"9.0"37.5"51.0"0"0.17647058823529413"2025-08-03 18:40:44
2025-06-22"TR002"8.0"33.33333333333333"31.39"1"0.2548582351067219"2025-08-03 18:40:44
2025-06-22"TR003"7.0"29.166666666666668"29.41"1"0.23801428085685142"2025-08-03 18:40:44
2025-06-22"TR004"5.0"20.833333333333336"39.12"0"0.1278118609406953"2025-08-03 18:40:44
2025-06-22"TR005"5.0"20.833333333333336"28.3"0"0.17667844522968199"2025-08-03 18:40:44
2025-06-23"TR001"9.0"37.5"37.95"1"0.23715415019762845"2025-08-03 18:40:44
2025-06-23"TR002"7.0"29.166666666666668"37.26"0"0.1878690284487386"2025-08-03 18:40:44
2025-06-23"TR003"8.0"33.33333333333333"46.41"0"0.17237664296487828"2025-08-03 18:40:44
2025-06-23"TR004"3.0"12.5"12.100000000000001"0"0.24793388429752064"2025-08-03 18:40:44
2025-06-23"TR005"5.0"20.833333333333336"30.77"0"0.16249593760155998"2025-08-03 18:40:44
2025-06-24"TR001"6.0"25.0"26.5"0"0.22641509433962265"2025-08-03 18:40:44
2025-06-24"TR002"8.0"33.33333333333333"24.26"0"0.3297609233305853"2025-08-03 18:40:44
2025-06-24"TR003"9.0"37.5"43.8"1"0.20547945205479454"2025-08-03 18:40:44
2025-06-24"TR004"8.0"33.33333333333333"49.9"0"0.16032064128256512"2025-08-03 18:40:44
2025-06-24"TR005"8.0"33.33333333333333"36.39"0"0.21984061555372356"2025-08-03 18:40:44
2025-06-25"TR001"9.0"37.5"57.239999999999995"2"0.15723270440251574"2025-08-03 18:40:44
2025-06-25"TR002"7.0"29.166666666666668"49.37"2"0.14178651002633177"2025-08-03 18:40:44
2025-06-25"TR003"8.0"33.33333333333333"39.76"0"0.2012072434607646"2025-08-03 18:40:44
2025-06-25"TR004"6.0"25.0"27.69"1"0.21668472372697725"2025-08-03 18:40:44
2025-06-25"TR005"4.0"16.666666666666664"14.16"0"0.2824858757062147"2025-08-03 18:40:44
2025-06-26"TR001"8.0"33.33333333333333"33.74"1"0.23710729104919975"2025-08-03 18:40:44
2025-06-26"TR002"13.0"54.166666666666664"66.35"0"0.19593067068575737"2025-08-03 18:40:44
2025-06-26"TR003"9.0"37.5"44.1"1"0.20408163265306123"2025-08-03 18:40:44
2025-06-26"TR004"9.0"37.5"35.76"0"0.2516778523489933"2025-08-03 18:40:44
2025-06-26"TR005"11.0"45.83333333333333"62.78"0"0.1752150366358713"2025-08-03 18:40:44
2025-06-27"TR001"9.0"37.5"34.88"1"0.2580275229357798"2025-08-03 18:40:44
2025-06-27"TR002"10.0"41.66666666666667"49.65"0"0.2014098690835851"2025-08-03 18:40:44
2025-06-27"TR003"5.0"20.833333333333336"18.74"0"0.2668089647812167"2025-08-03 18:40:44
2025-06-27"TR004"6.0"25.0"37.04"0"0.16198704103671707"2025-08-03 18:40:44
2025-06-27"TR005"9.0"37.5"51.669999999999995"0"0.17418231081865687"2025-08-03 18:40:44
2025-06-28"TR001"12.0"50.0"55.69"1"0.21547854192853297"2025-08-03 18:40:44
2025-06-28"TR002"8.0"33.33333333333333"34.3"1"0.23323615160349856"2025-08-03 18:40:44
2025-06-28"TR003"9.0"37.5"36.43"0"0.24704913532802636"2025-08-03 18:40:44
2025-06-28"TR004"10.0"41.66666666666667"41.86"0"0.23889154323936934"2025-08-03 18:40:44
2025-06-28"TR005"10.0"41.66666666666667"51.11"1"0.19565642731363725"2025-08-03 18:40:44
2025-06-29"TR001"4.0"16.666666666666664"29.42"0"0.13596193065941536"2025-08-03 18:40:44
2025-06-29"TR002"9.0"37.5"45.33"0"0.19854401058901391"2025-08-03 18:40:44
2025-06-29"TR003"5.0"20.833333333333336"20.01"0"0.2498750624687656"2025-08-03 18:40:44
2025-06-29"TR004"7.0"29.166666666666668"38.86"0"0.18013381369016984"2025-08-03 18:40:44
2025-06-29"TR005"5.0"20.833333333333336"18.85"0"0.2652519893899204"2025-08-03 18:40:44
2025-06-30"TR001"7.0"29.166666666666668"34.71"0"0.20167098818784213"2025-08-03 18:40:44
2025-06-30"TR002"10.0"41.66666666666667"47.5"0"0.21052631578947367"2025-08-03 18:40:44
2025-06-30"TR003"9.0"37.5"50.58"1"0.17793594306049823"2025-08-03 18:40:44
2025-06-30"TR004"5.0"20.833333333333336"14.899999999999999"0"0.33557046979865773"2025-08-03 18:40:44
2025-06-30"TR005"7.0"29.166666666666668"32.21"1"0.2173238124805961"2025-08-03 18:40:44
