"date"""mine_id"""total_tons_extracted"""avg_quality_grade"""shifts_count"""quality_score"""anomaly_flag"""processed_timestamp"
2025-06-16"1"743.49"4.3"2"Good"false"2025-08-03 18:40:41
2025-06-16"2"303.38"5.45"2"Excellent"false"2025-08-03 18:40:41
2025-06-16"3"414.16999999999996"5.3"2"Excellent"false"2025-08-03 18:40:41
2025-06-17"1"547.09"5.9"2"Excellent"false"2025-08-03 18:40:41
2025-06-17"2"725.23"4.800000000000001"2"Good"false"2025-08-03 18:40:41
2025-06-17"3"448.37"5.55"2"Excellent"false"2025-08-03 18:40:41
2025-06-18"1"745.6400000000001"4.9"2"Good"false"2025-08-03 18:40:41
2025-06-18"2"858.4100000000001"4.3"2"Good"false"2025-08-03 18:40:41
2025-06-18"3"665.75"4.25"2"Good"false"2025-08-03 18:40:41
2025-06-19"1"766.25"5.3"2"Excellent"false"2025-08-03 18:40:41
2025-06-19"2"740.81"4.9"2"Good"false"2025-08-03 18:40:41
2025-06-19"3"415.07"4.199999999999999"2"Good"false"2025-08-03 18:40:41
2025-06-20"1"291.75"5.199999999999999"2"Excellent"false"2025-08-03 18:40:41
2025-06-20"2"360.14"4.9"2"Good"false"2025-08-03 18:40:41
2025-06-20"3"325.41"5.2"2"Excellent"true"2025-08-03 18:40:41
2025-06-21"1"531.9"4.9"2"Good"false"2025-08-03 18:40:41
2025-06-21"2"702.4000000000001"4.15"2"Good"false"2025-08-03 18:40:41
2025-06-21"3"283.32"5.550000000000001"2"Excellent"false"2025-08-03 18:40:41
2025-06-22"1"705.75"5.449999999999999"2"Excellent"false"2025-08-03 18:40:41
2025-06-22"2"513.6"3.1500000000000004"2"Fair"false"2025-08-03 18:40:41
2025-06-22"3"674.68"4.1"2"Good"false"2025-08-03 18:40:41
2025-06-23"1"511.37"3.55"2"Fair"false"2025-08-03 18:40:41
2025-06-23"2"648.46"5.45"2"Excellent"false"2025-08-03 18:40:41
2025-06-23"3"716.77"3.7"2"Fair"false"2025-08-03 18:40:41
2025-06-24"1"352.79"4.55"2"Good"false"2025-08-03 18:40:41
2025-06-24"2"488.72"4.4"2"Good"false"2025-08-03 18:40:41
2025-06-24"3"815.45"3.2"2"Fair"false"2025-08-03 18:40:41
2025-06-25"1"398.45"4.7"2"Good"false"2025-08-03 18:40:41
2025-06-25"2"459.94"4.65"2"Good"false"2025-08-03 18:40:41
2025-06-25"3"792.5"4.65"2"Good"false"2025-08-03 18:40:41
2025-06-26"1"831.96"5.25"2"Excellent"false"2025-08-03 18:40:41
2025-06-26"2"649.25"4.45"2"Good"false"2025-08-03 18:40:41
2025-06-26"3"275.86"4.65"2"Good"false"2025-08-03 18:40:41
2025-06-27"1"530.87"5.35"2"Excellent"false"2025-08-03 18:40:41
2025-06-27"2"631.13"4.55"2"Good"false"2025-08-03 18:40:41
2025-06-27"3"710.55"4.85"2"Good"false"2025-08-03 18:40:41
2025-06-28"1"593.51"4.45"2"Good"false"2025-08-03 18:40:41
2025-06-28"2"618.93"5.550000000000001"2"Excellent"false"2025-08-03 18:40:41
2025-06-28"3"701.4"4.6"2"Good"false"2025-08-03 18:40:41
2025-06-29"1"499.56000000000006"3.45"2"Fair"false"2025-08-03 18:40:41
2025-06-29"2"565.02"4.3"2"Good"false"2025-08-03 18:40:41
2025-06-29"3"731.33"5.75"2"Excellent"false"2025-08-03 18:40:41
2025-06-30"1"138.93"4.75"2"Good"true"2025-08-03 18:40:41
2025-06-30"2"631.8299999999999"4.6"2"Good"false"2025-08-03 18:40:41
2025-06-30"3"660.0"5.45"2"Excellent"false"2025-08-03 18:40:41
