"date"""mine_id"""mine_name"""production_tons"""quality_grade"""performance_rank"""efficiency_score"""weather_correlation"""processed_timestamp"
2025-06-21"2"Gunung Hitam"702.4000000000001"4.15"1"76.46"0.0"2025-08-03 18:40:54
2025-06-21"3"Sumber Jaya"283.32"5.550000000000001"3"50.22"0.0"2025-08-03 18:40:54
2025-06-22"1"Bukit Bara"705.75"5.449999999999999"1"83.22"0.0"2025-08-03 18:40:54
2025-06-22"2"Gunung Hitam"513.6"3.1500000000000004"3"56.48"0.0"2025-08-03 18:40:54
2025-06-22"3"Sumber Jaya"674.68"4.1"2"74.01"0.0"2025-08-03 18:40:54
2025-06-23"1"Bukit Bara"511.37"3.55"3"58.31"0.0"2025-08-03 18:40:54
2025-06-23"2"Gunung Hitam"648.46"5.45"1"78.68"0.0"2025-08-03 18:40:54
2025-06-23"3"Sumber Jaya"716.77"3.7"2"75.35"0.0"2025-08-03 18:40:54
2025-06-24"1"Bukit Bara"352.79"4.55"3"50.73"0.0"2025-08-03 18:40:54
2025-06-24"2"Gunung Hitam"488.72"4.4"2"60.76"0.0"2025-08-03 18:40:54
2025-06-24"3"Sumber Jaya"815.45"3.2"1"80.67"0.0"2025-08-03 18:40:54
2025-06-25"1"Bukit Bara"398.45"4.7"3"55.1"0.0"2025-08-03 18:40:54
2025-06-25"2"Gunung Hitam"459.94"4.65"2"59.73"0.0"2025-08-03 18:40:54
2025-06-25"3"Sumber Jaya"792.5"4.65"1"86.1"0.0"2025-08-03 18:40:54
2025-06-26"1"Bukit Bara"831.96"5.25"1"92.23"0.0"2025-08-03 18:40:54
2025-06-26"2"Gunung Hitam"649.25"4.45"2"73.74"0.0"2025-08-03 18:40:54
2025-06-26"3"Sumber Jaya"275.86"4.65"3"45.13"0.0"2025-08-03 18:40:54
2025-06-27"1"Bukit Bara"530.87"5.35"3"68.85"0.0"2025-08-03 18:40:54
2025-06-27"2"Gunung Hitam"631.13"4.55"2"72.8"0.0"2025-08-03 18:40:54
2025-06-27"3"Sumber Jaya"710.55"4.85"1"80.6"0.0"2025-08-03 18:40:54
2025-06-28"1"Bukit Bara"593.51"4.45"3"69.32"0.0"2025-08-03 18:40:54
2025-06-28"2"Gunung Hitam"618.93"5.550000000000001"2"76.84"0.0"2025-08-03 18:40:54
2025-06-28"3"Sumber Jaya"701.4"4.6"1"78.63"0.0"2025-08-03 18:40:54
2025-06-29"1"Bukit Bara"499.56000000000006"3.45"3"56.87"0.0"2025-08-03 18:40:54
2025-06-29"2"Gunung Hitam"565.02"4.3"2"66.31"0.0"2025-08-03 18:40:54
2025-06-29"3"Sumber Jaya"731.33"5.75"1"86.75"0.0"2025-08-03 18:40:54
2025-06-30"1"Bukit Bara"138.93"4.75"3"27.81"0.0"2025-08-03 18:40:54
2025-06-30"2"Gunung Hitam"631.8299999999999"4.6"2"73.11"0.0"2025-08-03 18:40:54
2025-06-30"3"Sumber Jaya"660.0"5.45"1"79.59"0.0"2025-08-03 18:40:54
